# Version: e6898994fd p-2024.3-push-33
# Command Line: /opt/coverity/analysis/2024.3.1/bin/cov-analyze --dir /builds/d9/bootcode/duanyue/coverity/GitLab_Coverity_5184_2556291_39273634 -c /opt/coverity/analysis/2024.3.1/config/arm/coverity_config.xml -sf /opt/coverity/analysis/2024.3.1/bin/license.dat --enable-fb --strip-path /builds/d9/bootcode/duanyue/ --coding-standard-config /opt/coverity/analysis/2024.3.1/config/coding-standards/misrac2012/misrac2012-mandatory-required.config
timer                                                                                                                                                                                                                                                                                                                                                         ms      calls
    UNINIT_ZW5HYMXLX3DYAXRLX2NVBNRLEHQ6EWVZ_COMPLIANCE                                                                                                                                                                                                                                                                                                         0          2
    UNINTENDED_INTEGER_DIVISION                                                                                                                                                                                                                                                                                                                                0          2
    UNREACHABLE                                                                                                                                                                                                                                                                                                                                                0          2
    UNREACHABLE__COMPLIANCE                                                                                                                                                                                                                                                                                                                                    0          2
    UNUSED_VALUE                                                                                                                                                                                                                                                                                                                                               0          2
    UNUSED_VALUE_CMVWB3J0X3VUDXNLZF9MAW5HBF9HC3NPZ25TZW50ONRYDWVYZXBVCNRFDW51C2VKX2LUAXRPYWXPEMVYOMZHBHNLCMVWB3J0X292ZXJ3CML0DGVUX2LUAXRPYWXPEMVYOMZHBHNLCMVWB3J0X2RVBWLUYXRPBMDFYXNZAWDUBWVUDDP0CNVLCMVWB3J0X25LDMVYX3JLYWRFDMFYAWFIBGU6DHJ1ZXH4X3JLCG9YDF9PBML0AWFSX3JOC196ZXJVONRYDWV4EF9YZXBVCNRFAW5JCMVTZW50X29YX2RLY3JLBWVUDDP0CNVL_COMPLIANCE           0          2
    USELESS_CALL                                                                                                                                                                                                                                                                                                                                               0          2
    USE_AFTER_FREE                                                                                                                                                                                                                                                                                                                                             0          2
    USE_AFTER_FREE_EHHFYWXSB3DFCMVHBGXVY19MCMVLONRYDWU=_COMPLIANCE                                                                                                                                                                                                                                                                                             0          2
    USE_AFTER_FREE__COMPLIANCE                                                                                                                                                                                                                                                                                                                                 0          2
    USE_AFTER_MOVE                                                                                                                                                                                                                                                                                                                                             0          2
    VARARGS                                                                                                                                                                                                                                                                                                                                                    0          2
    VIRTUAL_DTOR                                                                                                                                                                                                                                                                                                                                               0          2
    WRAPPER_ESCAPE                                                                                                                                                                                                                                                                                                                                             0          2
    __OS_CMD_INJECTION_CPP__COMPLIANCE                                                                                                                                                                                                                                                                                                                         0          2
    __PATH_MANIPULATION_CPP__COMPLIANCE                                                                                                                                                                                                                                                                                                                        0          2
    __SQLI_CPP__COMPLIANCE                                                                                                                                                                                                                                                                                                                                     0          2
    UNIQUE_SYMBOL_POST_PASS_TU_ID_GATHERER                                                                                                                                                                                                                                                                                                                458894        171
    UNIQUE_SYMBOL_POST_PASS_LOCAL_ID_GATHERER                                                                                                                                                                                                                                                                                                                  0          2
    GLOBAL_INIT_ORDER                                                                                                                                                                                                                                                                                                                                          0          2
    (left over)                                                                                                                                                                                                                                                                                                                                         -1012364
  callgraph metrics                                                                                                                                                                                                                                                                                                                                           88          1
  finishCalcXrefs                                                                                                                                                                                                                                                                                                                                              0          1
  finish_jshint                                                                                                                                                                                                                                                                                                                                                0          1
  finish_detekt                                                                                                                                                                                                                                                                                                                                                0          1
  finish_pmd                                                                                                                                                                                                                                                                                                                                                   0          1
  outputAnnotationsInfoAndDeviationWarnings                                                                                                                                                                                                                                                                                                                   17          1
  (left over)                                                                                                                                                                                                                                                                                                                                               2360

activity                                                                                                                                                                                                                                                                                                                                                      ms      calls
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
allAnalysis                                                                                                                                                                                                                                                                                                                                               151827          1
MISRA_C_2012_RULE_5.1                                                                                                                                                                                                                                                                                                                                          0          3
MISRA_C_2012_RULE_5.2                                                                                                                                                                                                                                                                                                                                          0          3
MISRA_C_2012_RULE_5.3                                                                                                                                                                                                                                                                                                                                          0          3
MISRA_C_2012_RULE_5.4                                                                                                                                                                                                                                                                                                                                          0          3
MISRA_C_2012_RULE_5.5                                                                                                                                                                                                                                                                                                                                          0          3
MISRA_C_2012_RULE_5.6                                                                                                                                                                                                                                                                                                                                          0          3
MISRA_C_2012_RULE_5.7                                                                                                                                                                                                                                                                                                                                          0          3
MISRA_C_2012_RULE_5.8                                                                                                                                                                                                                                                                                                                                          0          3
MISRA_C_2012_RULE_8.3                                                                                                                                                                                                                                                                                                                                          0          3
MISRA_C_2012_RULE_8.5                                                                                                                                                                                                                                                                                                                                          0          3
MISRA_C_2012_RULE_8.6                                                                                                                                                                                                                                                                                                                                          0          3
CUDA.SPECIFIERS_INCONSISTENCY                                                                                                                                                                                                                                                                                                                                  0          1
OVERLAPPING_COPY                                                                                                                                                                                                                                                                                                                                               0          3
MISRA_C_2012_RULE_19.1                                                                                                                                                                                                                                                                                                                                         0          3
LOCK_FINDER_BOTTOMUP                                                                                                                                                                                                                                                                                                                                          40       2368
THREAD_ENTRY_POINT                                                                                                                                                                                                                                                                                                                                             0          1
RELAX_GETLOCK                                                                                                                                                                                                                                                                                                                                                  0          3
RELAX_SERVLET_ATTRIBUTE                                                                                                                                                                                                                                                                                                                                        0          1
RELAX_LOCK_STATE                                                                                                                                                                                                                                                                                                                                               0          3
RELAX_THREADS                                                                                                                                                                                                                                                                                                                                                  0          1
RELAX_THREAD_SHARED                                                                                                                                                                                                                                                                                                                                            0          1
RELAX_UNLOCKED_WRITE                                                                                                                                                                                                                                                                                                                                           0          3
DUMMY_DERIVER_CONCURRENCY                                                                                                                                                                                                                                                                                                                                      0          1
IFACE_TRACKER                                                                                                                                                                                                                                                                                                                                                  0         18
LOCK_FINDER_TOPDOWN                                                                                                                                                                                                                                                                                                                                            0          3
THREAD_CONTEXT                                                                                                                                                                                                                                                                                                                                                 0          1
ARRAY_VS_SINGLETON_FOR_MISRA                                                                                                                                                                                                                                                                                                                                  40      10311
OVERRUN_FOR_MISRA                                                                                                                                                                                                                                                                                                                                              0          3
OVERRUN_SYMBOLIC_FOR_MISRA                                                                                                                                                                                                                                                                                                                                     0          3
CHECKED_RETURN_FOR_MISRA                                                                                                                                                                                                                                                                                                                                      10      10311
ALLOC_FREE_MISMATCH                                                                                                                                                                                                                                                                                                                                            0          3
AUTO_CAUSES_COPY                                                                                                                                                                                                                                                                                                                                               0          3
MISSING_PERMISSION_FOR_BROADCAST                                                                                                                                                                                                                                                                                                                               0          1
ARRAY_VS_SINGLETON                                                                                                                                                                                                                                                                                                                                             0      10311
ASSERT_SIDE_EFFECT                                                                                                                                                                                                                                                                                                                                             0          3
SERVLET_ATOMICITY                                                                                                                                                                                                                                                                                                                                              0          1
BAD_ALLOC_ARITHMETIC                                                                                                                                                                                                                                                                                                                                           0          3
BAD_ALLOC_STRLEN                                                                                                                                                                                                                                                                                                                                               0          3
BAD_CHECK_OF_WAIT_COND                                                                                                                                                                                                                                                                                                                                         0          1
BAD_COMPARE                                                                                                                                                                                                                                                                                                                                                    0          3
BAD_EQ_TYPES                                                                                                                                                                                                                                                                                                                                                   0          1
BAD_FREE                                                                                                                                                                                                                                                                                                                                                       0          3
IMPLICIT_INTENT                                                                                                                                                                                                                                                                                                                                                0          1
__BAD_CERT_VERIFICATION_ABSTRACT_INTERPRETATION                                                                                                                                                                                                                                                                                                                0          1
EXPOSED_PREFERENCES                                                                                                                                                                                                                                                                                                                                            0          1
BAD_LOCK_OBJECT                                                                                                                                                                                                                                                                                                                                                0          1
BAD_SHIFT                                                                                                                                                                                                                                                                                                                                                      0          3
BAD_SIZEOF                                                                                                                                                                                                                                                                                                                                                     0          3
CHAR_IO                                                                                                                                                                                                                                                                                                                                                        0          3
COM.BAD_FREE                                                                                                                                                                                                                                                                                                                                                   0          3
COM.BSTR.CONV                                                                                                                                                                                                                                                                                                                                                  0          3
CONSTANT_EXPRESSION_RESULT                                                                                                                                                                                                                                                                                                                                     0          3
COPY_INSTEAD_OF_MOVE                                                                                                                                                                                                                                                                                                                                           0          3
COPY_PASTE_ERROR                                                                                                                                                                                                                                                                                                                                               0          3
CUDA.DIVERGENCE_AT_COLLECTIVE_OPERATION                                                                                                                                                                                                                                                                                                                        0          1
STRING_GRAPH_CRYPTO                                                                                                                                                                                                                                                                                                                                            0          1
__RISKY_CRYPTO_ABSTRACT_INTERPRETATION                                                                                                                                                                                                                                                                                                                         0          1
CTOR_DTOR_LEAK                                                                                                                                                                                                                                                                                                                                                 0          3
CUDA.INACTIVE_THREAD_AT_COLLECTIVE_WARP                                                                                                                                                                                                                                                                                                                        0          1
CUDA.INVALID_MEMORY_ACCESS                                                                                                                                                                                                                                                                                                                                     0          1
CUDA.SHARE_FUNCTION                                                                                                                                                                                                                                                                                                                                            0          1
CUDA.SHARE_OBJECT_STREAM_ASSOCIATED                                                                                                                                                                                                                                                                                                                            0          1
DEADCODE                                                                                                                                                                                                                                                                                                                                                       0          3
DELETE_ARRAY                                                                                                                                                                                                                                                                                                                                                   0          3
DELETE_VOID                                                                                                                                                                                                                                                                                                                                                    0          3
USE_AFTER_FREE                                                                                                                                                                                                                                                                                                                                                 0          3
DIVIDE_BY_ZERO                                                                                                                                                                                                                                                                                                                                                 0          3
EVALUATION_ORDER                                                                                                                                                                                                                                                                                                                                               0          3
FORWARD_NULL                                                                                                                                                                                                                                                                                                                                                   0          3
GUARDED_BY_VIOLATION                                                                                                                                                                                                                                                                                                                                           0          1
HIBERNATE_BAD_HASHCODE                                                                                                                                                                                                                                                                                                                                         0          1
ORM_UNNECESSARY_GET                                                                                                                                                                                                                                                                                                                                            0          1
IDENTICAL_BRANCHES                                                                                                                                                                                                                                                                                                                                             0          3
INCOMPATIBLE_CAST                                                                                                                                                                                                                                                                                                                                              0          3
INFINITE_LOOP                                                                                                                                                                                                                                                                                                                                                  0          3
__INSECURE_COMMUNICATION_ABSTRACT_INTERPRETATION                                                                                                                                                                                                                                                                                                               0          1
INVALIDATE_ITERATOR                                                                                                                                                                                                                                                                                                                                            0          7
LOCK_EVASION                                                                                                                                                                                                                                                                                                                                                   0          1
LOCK_INVERSION                                                                                                                                                                                                                                                                                                                                                 0          1
MISMATCHED_ITERATOR                                                                                                                                                                                                                                                                                                                                            0          3
MISRA_ERRNO                                                                                                                                                                                                                                                                                                                                                    0          3
MISRA_NO_ALLOC                                                                                                                                                                                                                                                                                                                                                 0          3
MISSING_BREAK                                                                                                                                                                                                                                                                                                                                                  0          3
MISSING_COMMA                                                                                                                                                                                                                                                                                                                                                  0          3
MISSING_RESTORE                                                                                                                                                                                                                                                                                                                                                0          3
MISSING_RETURN                                                                                                                                                                                                                                                                                                                                                 0          3
MISSING_THROW                                                                                                                                                                                                                                                                                                                                                  0          1
MULTIPLE_INIT_SMART_PTRS                                                                                                                                                                                                                                                                                                                                       0          3
NEGATIVE_RETURNS                                                                                                                                                                                                                                                                                                                                               0          3
NESTING_INDENT_MISMATCH                                                                                                                                                                                                                                                                                                                                        0          3
NO_EFFECT                                                                                                                                                                                                                                                                                                                                                      0          3
NULL_RETURNS                                                                                                                                                                                                                                                                                                                                                   2      10311
ORM_LOAD_NULL_CHECK                                                                                                                                                                                                                                                                                                                                            0          1
